,Repository,LOC,LLOC,SLOC,Comments,Single Comments,Multi,Blank,(C%L),(C%S),(C+M%L)
6427,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6428,BEV-Attack,97,55,73,2,2,0,22,2%,3%,2%
6429,BEV-Attack,193,107,136,26,26,17,14,13%,19%,22%
6430,BEV-Attack,37,5,22,13,13,0,2,35%,59%,35%
6431,BEV-Attack,183,96,148,13,13,0,22,7%,9%,7%
6432,BEV-Attack,98,47,62,13,13,0,23,13%,21%,13%
6433,BEV-Attack,69,46,49,0,0,10,10,0%,0%,14%
6434,BEV-Attack,202,113,126,14,15,32,29,7%,11%,23%
6435,BEV-Attack,455,159,395,16,15,0,45,4%,4%,4%
6436,BEV-Attack,85,44,59,13,13,0,13,15%,22%,15%
6437,BEV-Attack,107,56,60,2,2,28,17,2%,3%,28%
6438,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6439,BEV-Attack,148,64,75,5,5,53,15,3%,7%,39%
6440,BEV-Attack,390,124,194,39,30,104,62,10%,20%,37%
6441,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6442,BEV-Attack,101,29,39,0,0,40,22,0%,0%,40%
6443,BEV-Attack,86,28,27,10,5,38,16,12%,37%,56%
6444,BEV-Attack,71,30,26,0,0,26,19,0%,0%,37%
6445,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6446,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6447,BEV-Attack,45,21,21,0,0,11,13,0%,0%,24%
6448,BEV-Attack,63,27,32,0,0,16,15,0%,0%,25%
6449,BEV-Attack,228,108,126,6,4,60,38,3%,5%,29%
6450,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6451,BEV-Attack,12,5,10,1,1,0,1,8%,10%,8%
6452,BEV-Attack,341,68,219,20,20,59,43,6%,9%,23%
6453,BEV-Attack,79,33,45,2,1,20,13,3%,4%,28%
6454,BEV-Attack,39,19,18,1,1,12,8,3%,6%,33%
6455,BEV-Attack,342,94,172,12,12,119,39,4%,7%,38%
6456,BEV-Attack,52,26,28,0,0,10,14,0%,0%,19%
6457,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6458,BEV-Attack,158,82,85,3,6,34,33,2%,4%,23%
6459,BEV-Attack,8,3,7,0,0,0,1,0%,0%,0%
6460,BEV-Attack,78,36,35,0,0,22,21,0%,0%,28%
6461,BEV-Attack,31,15,14,4,2,9,6,13%,29%,42%
6462,BEV-Attack,123,36,60,10,10,29,24,8%,17%,32%
6463,BEV-Attack,8,3,7,0,0,0,1,0%,0%,0%
6464,BEV-Attack,110,47,52,0,0,33,25,0%,0%,30%
6465,BEV-Attack,5,5,5,0,0,0,0,0%,0%,0%
6466,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6467,BEV-Attack,163,95,87,5,5,36,35,3%,6%,25%
6468,BEV-Attack,75,61,61,0,0,0,14,0%,0%,0%
6469,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6470,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6471,BEV-Attack,31,7,10,1,1,14,6,3%,10%,48%
6472,BEV-Attack,53,55,40,4,4,0,9,8%,10%,8%
6473,BEV-Attack,9,6,7,0,0,0,2,0%,0%,0%
6474,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6475,BEV-Attack,248,115,138,8,6,60,44,3%,6%,27%
6476,BEV-Attack,126,64,74,2,2,32,18,2%,3%,27%
6477,BEV-Attack,119,75,75,5,5,12,27,4%,7%,14%
6478,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6479,BEV-Attack,750,336,496,31,32,152,70,4%,6%,24%
6480,BEV-Attack,6,5,5,0,0,0,1,0%,0%,0%
6481,BEV-Attack,879,409,532,35,36,206,105,4%,7%,27%
6482,BEV-Attack,751,428,495,52,50,93,113,7%,11%,19%
6483,BEV-Attack,52,19,17,0,0,19,16,0%,0%,37%
6484,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6485,BEV-Attack,2,2,2,0,0,0,0,0%,0%,0%
6486,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6487,BEV-Attack,663,323,421,24,24,130,88,4%,6%,23%
6488,BEV-Attack,564,346,389,14,24,88,63,2%,4%,18%
6489,BEV-Attack,7,3,5,0,0,0,2,0%,0%,0%
6490,BEV-Attack,198,98,134,6,9,32,23,3%,4%,19%
6491,BEV-Attack,6,5,5,0,0,0,1,0%,0%,0%
6492,BEV-Attack,12,7,8,0,1,0,3,0%,0%,0%
6493,BEV-Attack,141,84,91,9,8,22,20,6%,10%,22%
6494,BEV-Attack,898,514,534,91,72,152,140,10%,17%,27%
6495,BEV-Attack,35,24,23,0,0,2,10,0%,0%,6%
6496,BEV-Attack,244,27,232,17,9,0,3,7%,7%,7%
6497,BEV-Attack,251,28,237,15,10,0,4,6%,6%,6%
6498,BEV-Attack,201,27,189,12,9,0,3,6%,6%,6%
6499,BEV-Attack,332,28,321,19,8,0,3,6%,6%,6%
6500,BEV-Attack,18,8,13,5,5,0,0,28%,38%,28%
6501,BEV-Attack,136,11,115,20,20,0,1,15%,17%,15%
6502,BEV-Attack,143,12,129,13,10,0,4,9%,10%,9%
6503,BEV-Attack,114,10,108,4,3,0,3,4%,4%,4%
6504,BEV-Attack,142,11,121,22,20,0,1,15%,18%,15%
6505,BEV-Attack,100,10,95,4,4,0,1,4%,4%,4%
6506,BEV-Attack,128,8,123,5,3,0,2,4%,4%,4%
6507,BEV-Attack,132,9,126,6,4,0,2,5%,5%,5%
6508,BEV-Attack,138,12,126,10,8,0,4,7%,8%,7%
6509,BEV-Attack,136,11,115,20,20,0,1,15%,17%,15%
6510,BEV-Attack,107,8,103,4,2,0,2,4%,4%,4%
6511,BEV-Attack,48,7,48,0,0,0,0,0%,0%,0%
6512,BEV-Attack,145,12,131,13,10,0,4,9%,10%,9%
6513,BEV-Attack,140,12,128,10,8,0,4,7%,8%,7%
6514,BEV-Attack,59,8,59,0,0,0,0,0%,0%,0%
6515,BEV-Attack,139,11,133,8,4,0,2,6%,6%,6%
6516,BEV-Attack,142,11,121,22,20,0,1,15%,18%,15%
6517,BEV-Attack,83,3,83,1,0,0,0,1%,1%,1%
6518,BEV-Attack,7,2,6,0,0,0,1,0%,0%,0%
6519,BEV-Attack,108,1,107,1,0,0,1,1%,1%,1%
6520,BEV-Attack,89,2,88,4,0,0,1,4%,5%,4%
6521,BEV-Attack,77,1,77,1,0,0,0,1%,1%,1%
6522,BEV-Attack,22,2,16,6,5,0,1,27%,38%,27%
6523,BEV-Attack,108,2,103,13,5,0,0,12%,13%,12%
6524,BEV-Attack,100,2,95,13,5,0,0,13%,14%,13%
6525,BEV-Attack,96,2,91,9,5,0,0,9%,10%,9%
6526,BEV-Attack,74,1,74,7,0,0,0,9%,9%,9%
6527,BEV-Attack,71,1,71,1,0,0,0,1%,1%,1%
6528,BEV-Attack,49,1,48,9,1,0,0,18%,19%,18%
6529,BEV-Attack,83,3,83,1,0,0,0,1%,1%,1%
6530,BEV-Attack,341,4,338,1,0,0,3,0%,0%,0%
6531,BEV-Attack,28,2,26,2,1,0,1,7%,8%,7%
6532,BEV-Attack,201,3,199,10,1,0,1,5%,5%,5%
6533,BEV-Attack,22,2,16,6,5,0,1,27%,38%,27%
6534,BEV-Attack,35,1,34,4,1,0,0,11%,12%,11%
6535,BEV-Attack,93,2,92,6,0,0,1,6%,7%,6%
6536,BEV-Attack,200,1,199,2,1,0,0,1%,1%,1%
6537,BEV-Attack,73,1,73,1,0,0,0,1%,1%,1%
6538,BEV-Attack,124,1,123,2,1,0,0,2%,2%,2%
6539,BEV-Attack,20,6,15,4,2,0,3,20%,27%,20%
6540,BEV-Attack,9,5,5,3,3,0,1,33%,60%,33%
6541,BEV-Attack,11,4,9,2,2,0,0,18%,22%,18%
6542,BEV-Attack,14,5,10,4,4,0,0,29%,40%,29%
6543,BEV-Attack,9,5,5,5,4,0,0,56%,100%,56%
6544,BEV-Attack,31,6,16,14,14,0,1,45%,88%,45%
6545,BEV-Attack,9,5,5,3,3,0,1,33%,60%,33%
6546,BEV-Attack,9,5,5,3,3,0,1,33%,60%,33%
6547,BEV-Attack,24,5,15,8,8,0,1,33%,53%,33%
6548,BEV-Attack,284,26,240,34,25,0,19,12%,14%,12%
6549,BEV-Attack,297,25,255,32,22,0,20,11%,13%,11%
6550,BEV-Attack,311,26,268,34,23,0,20,11%,13%,11%
6551,BEV-Attack,312,26,255,45,37,0,20,14%,18%,14%
6552,BEV-Attack,332,26,274,45,37,0,21,14%,16%,14%
6553,BEV-Attack,329,26,272,45,37,0,20,14%,17%,14%
6554,BEV-Attack,326,27,282,35,25,0,19,11%,12%,11%
6555,BEV-Attack,34,5,28,7,3,0,3,21%,25%,21%
6556,BEV-Attack,27,6,20,6,4,0,3,22%,30%,22%
6557,BEV-Attack,164,12,151,16,8,0,5,10%,11%,10%
6558,BEV-Attack,166,13,152,17,9,0,5,10%,11%,10%
6559,BEV-Attack,25,5,19,5,3,0,3,20%,26%,20%
6560,BEV-Attack,36,6,29,8,4,0,3,22%,28%,22%
6561,BEV-Attack,13,2,13,0,0,0,0,0%,0%,0%
6562,BEV-Attack,48,7,46,2,1,0,1,4%,4%,4%
6563,BEV-Attack,9,3,9,1,0,0,0,11%,11%,11%
6564,BEV-Attack,2,2,2,0,0,0,0,0%,0%,0%
6565,BEV-Attack,221,2,220,2,1,0,0,1%,1%,1%
6566,BEV-Attack,2,2,2,0,0,0,0,0%,0%,0%
6567,BEV-Attack,7,4,4,2,1,0,2,29%,50%,29%
6568,BEV-Attack,39,7,32,5,5,0,2,13%,16%,13%
6569,BEV-Attack,13,2,13,0,0,0,0,0%,0%,0%
6570,BEV-Attack,52,9,48,3,2,0,2,6%,6%,6%
6571,BEV-Attack,3,2,2,1,0,0,1,33%,50%,33%
6572,BEV-Attack,8,2,8,0,0,0,0,0%,0%,0%
6573,BEV-Attack,46,6,45,1,1,0,0,2%,2%,2%
6574,BEV-Attack,60,2,60,0,0,0,0,0%,0%,0%
6575,BEV-Attack,23,6,20,2,1,0,2,9%,10%,9%
6576,BEV-Attack,44,6,43,0,0,0,1,0%,0%,0%
6577,BEV-Attack,3,2,2,1,0,0,1,33%,50%,33%
6578,BEV-Attack,4,3,3,1,1,0,0,25%,33%,25%
6579,BEV-Attack,30,3,30,1,0,0,0,3%,3%,3%
6580,BEV-Attack,109,10,104,3,0,0,5,3%,3%,3%
6581,BEV-Attack,5,1,5,0,0,0,0,0%,0%,0%
6582,BEV-Attack,251,17,237,12,7,0,7,5%,5%,5%
6583,BEV-Attack,50,6,47,1,0,0,3,2%,2%,2%
6584,BEV-Attack,16,2,15,0,0,0,1,0%,0%,0%
6585,BEV-Attack,51,6,48,1,0,0,3,2%,2%,2%
6586,BEV-Attack,16,2,15,0,0,0,1,0%,0%,0%
6587,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6588,BEV-Attack,50,6,47,1,0,0,3,2%,2%,2%
6589,BEV-Attack,16,2,15,0,0,0,1,0%,0%,0%
6590,BEV-Attack,15,2,14,0,0,0,1,0%,0%,0%
6591,BEV-Attack,15,2,14,0,0,0,1,0%,0%,0%
6592,BEV-Attack,15,2,14,0,0,0,1,0%,0%,0%
6593,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6594,BEV-Attack,171,14,159,8,5,0,7,5%,5%,5%
6595,BEV-Attack,140,13,131,3,3,0,6,2%,2%,2%
6596,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6597,BEV-Attack,170,14,158,8,5,0,7,5%,5%,5%
6598,BEV-Attack,5,2,2,1,1,0,2,20%,50%,20%
6599,BEV-Attack,274,23,247,18,10,0,17,7%,7%,7%
6600,BEV-Attack,286,22,258,18,10,0,18,6%,7%,6%
6601,BEV-Attack,75,12,71,3,3,0,1,4%,4%,4%
6602,BEV-Attack,8,4,6,2,2,0,0,25%,33%,25%
6603,BEV-Attack,224,7,219,23,3,0,2,10%,11%,10%
6604,BEV-Attack,19,2,18,1,1,0,0,5%,6%,5%
6605,BEV-Attack,21,3,19,2,2,0,0,10%,11%,10%
6606,BEV-Attack,238,7,233,25,3,0,2,11%,11%,11%
6607,BEV-Attack,43,2,42,10,1,0,0,23%,24%,23%
6608,BEV-Attack,6,1,6,0,0,0,0,0%,0%,0%
6609,BEV-Attack,9,2,7,1,1,0,1,11%,14%,11%
6610,BEV-Attack,93,10,87,3,2,0,4,3%,3%,3%
6611,BEV-Attack,42,2,41,10,1,0,0,24%,24%,24%
6612,BEV-Attack,5,1,5,0,0,0,0,0%,0%,0%
6613,BEV-Attack,5,1,5,0,0,0,0,0%,0%,0%
6614,BEV-Attack,42,2,41,8,1,0,0,19%,20%,19%
6615,BEV-Attack,37,3,33,3,2,0,2,8%,9%,8%
6616,BEV-Attack,87,13,70,12,12,0,5,14%,17%,14%
6617,BEV-Attack,34,2,32,2,1,0,1,6%,6%,6%
6618,BEV-Attack,5,1,5,0,0,0,0,0%,0%,0%
6619,BEV-Attack,66,7,61,4,2,0,3,6%,7%,6%
6620,BEV-Attack,69,8,62,5,3,0,4,7%,8%,7%
6621,BEV-Attack,121,19,101,14,11,0,9,12%,14%,12%
6622,BEV-Attack,137,12,131,4,1,0,5,3%,3%,3%
6623,BEV-Attack,119,15,111,4,4,0,4,3%,4%,3%
6624,BEV-Attack,19,4,17,0,0,0,2,0%,0%,0%
6625,BEV-Attack,22,4,20,0,0,0,2,0%,0%,0%
6626,BEV-Attack,18,4,16,0,0,0,2,0%,0%,0%
6627,BEV-Attack,39,2,38,10,1,0,0,26%,26%,26%
6628,BEV-Attack,24,2,23,1,1,0,0,4%,4%,4%
6629,BEV-Attack,24,2,23,1,1,0,0,4%,4%,4%
6630,BEV-Attack,40,2,39,10,1,0,0,25%,26%,25%
6631,BEV-Attack,24,2,23,1,1,0,0,4%,4%,4%
6632,BEV-Attack,24,2,23,1,1,0,0,4%,4%,4%
6633,BEV-Attack,38,2,37,8,1,0,0,21%,22%,21%
6634,BEV-Attack,5,2,2,1,1,0,2,20%,50%,20%
6635,BEV-Attack,244,23,218,18,10,0,16,7%,8%,7%
6636,BEV-Attack,257,22,230,18,10,0,17,7%,8%,7%
6637,BEV-Attack,244,23,218,18,10,0,16,7%,8%,7%
6638,BEV-Attack,7,2,4,1,1,0,2,14%,25%,14%
6639,BEV-Attack,18,2,17,0,0,0,1,0%,0%,0%
6640,BEV-Attack,18,2,17,0,0,0,1,0%,0%,0%
6641,BEV-Attack,70,10,55,12,12,0,3,17%,22%,17%
6642,BEV-Attack,48,2,47,4,0,0,1,8%,9%,8%
6643,BEV-Attack,70,10,55,12,12,0,3,17%,22%,17%
6644,BEV-Attack,18,2,17,0,0,0,1,0%,0%,0%
6645,BEV-Attack,64,4,58,3,3,0,3,5%,5%,5%
6646,BEV-Attack,21,2,20,1,1,0,0,5%,5%,5%
6647,BEV-Attack,8,2,6,1,1,0,1,12%,17%,12%
6648,BEV-Attack,36,3,31,3,3,0,2,8%,10%,8%
6649,BEV-Attack,3,2,2,1,1,0,0,33%,50%,33%
6650,BEV-Attack,4,3,3,1,1,0,0,25%,33%,25%
6651,BEV-Attack,4,3,3,1,1,0,0,25%,33%,25%
6652,BEV-Attack,4,3,3,1,1,0,0,25%,33%,25%
6653,BEV-Attack,3,2,2,1,1,0,0,33%,50%,33%
6654,BEV-Attack,260,10,248,6,4,0,8,2%,2%,2%
6655,BEV-Attack,58,10,52,2,1,0,5,3%,4%,3%
6656,BEV-Attack,9,3,4,2,2,0,3,22%,50%,22%
6657,BEV-Attack,260,23,234,18,10,0,16,7%,8%,7%
6658,BEV-Attack,260,23,234,18,10,0,16,7%,8%,7%
6659,BEV-Attack,260,23,234,18,10,0,16,7%,8%,7%
6660,BEV-Attack,285,23,259,18,10,0,16,6%,7%,6%
6661,BEV-Attack,198,15,188,6,4,0,6,3%,3%,3%
6662,BEV-Attack,214,15,204,6,4,0,6,3%,3%,3%
6663,BEV-Attack,199,15,189,6,4,0,6,3%,3%,3%
6664,BEV-Attack,215,15,205,6,4,0,6,3%,3%,3%
6665,BEV-Attack,160,24,155,1,0,0,5,1%,1%,1%
6666,BEV-Attack,20,6,10,0,0,5,5,0%,0%,25%
6667,BEV-Attack,259,153,171,19,18,11,59,7%,11%,12%
6668,BEV-Attack,372,229,252,22,21,19,80,6%,9%,11%
6669,BEV-Attack,7,2,1,0,0,5,1,0%,0%,71%
6670,BEV-Attack,120,56,98,0,0,5,17,0%,0%,4%
6671,BEV-Attack,363,156,300,4,4,5,54,1%,1%,2%
6672,BEV-Attack,267,182,202,9,8,8,49,3%,4%,6%
6673,BEV-Attack,69,21,59,1,1,0,9,1%,2%,1%
6674,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6675,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6676,BEV-Attack,312,137,220,12,11,45,36,4%,5%,18%
6677,BEV-Attack,506,220,371,8,8,70,57,2%,2%,15%
6678,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6679,BEV-Attack,237,90,169,2,1,46,21,1%,1%,20%
6680,BEV-Attack,115,58,74,10,8,18,15,9%,14%,24%
6681,BEV-Attack,753,455,594,33,35,62,62,4%,6%,13%
6682,BEV-Attack,47,33,31,0,0,6,10,0%,0%,13%
6683,BEV-Attack,64,21,25,1,1,29,9,2%,4%,47%
6684,BEV-Attack,111,30,33,1,1,58,19,1%,3%,53%
6685,BEV-Attack,77,46,70,1,1,0,6,1%,1%,1%
6686,BEV-Attack,464,191,416,5,3,6,39,1%,1%,2%
6687,BEV-Attack,25,13,20,1,1,0,4,4%,5%,4%
6688,BEV-Attack,27,13,22,1,1,0,4,4%,5%,4%
6689,BEV-Attack,18,8,13,1,1,0,4,6%,8%,6%
6690,BEV-Attack,69,55,57,2,2,0,10,3%,4%,3%
6691,BEV-Attack,31,5,7,1,1,22,1,3%,14%,74%
6692,BEV-Attack,49,14,21,1,1,22,5,2%,5%,47%
6693,BEV-Attack,31,5,7,1,1,21,2,3%,14%,71%
6694,BEV-Attack,143,54,97,5,3,25,18,3%,5%,21%
6695,BEV-Attack,24,13,18,1,1,0,5,4%,6%,4%
6696,BEV-Attack,299,136,209,11,11,52,27,4%,5%,21%
6697,BEV-Attack,168,125,151,9,9,0,8,5%,6%,5%
6698,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6699,BEV-Attack,72,33,49,4,4,11,8,6%,8%,21%
6700,BEV-Attack,97,55,73,7,6,5,13,7%,10%,12%
6701,BEV-Attack,153,62,85,29,29,10,29,19%,34%,25%
6702,BEV-Attack,934,232,676,160,142,13,103,17%,24%,19%
6703,BEV-Attack,266,146,219,22,22,0,25,8%,10%,8%
6704,BEV-Attack,215,136,151,25,25,0,39,12%,17%,12%
6705,BEV-Attack,259,138,199,37,35,0,25,14%,19%,14%
6706,BEV-Attack,305,93,201,10,10,61,33,3%,5%,23%
6707,BEV-Attack,49,29,34,4,3,0,12,8%,12%,8%
6708,BEV-Attack,26,16,17,1,1,0,8,4%,6%,4%
6709,BEV-Attack,67,44,46,5,4,4,13,7%,11%,13%
6710,BEV-Attack,240,107,197,17,19,0,24,7%,9%,7%
6711,BEV-Attack,84,69,68,0,0,0,16,0%,0%,0%
6712,BEV-Attack,98,60,71,11,11,0,16,11%,15%,11%
6713,BEV-Attack,225,149,159,24,23,0,43,11%,15%,11%
6714,BEV-Attack,0,0,0,0,0,0,0,0%,0%,0%
6715,BEV-Attack,110,68,78,10,10,0,22,9%,13%,9%
6716,BEV-Attack,477,236,319,37,37,59,62,8%,12%,20%
6717,BEV-Attack,33,26,26,3,3,0,4,9%,12%,9%
6718,BEV-Attack,201,134,164,14,14,0,23,7%,9%,7%
6719,BEV-Attack,519,250,338,22,22,83,76,4%,7%,20%
6720,BEV-Attack,546,253,336,66,63,85,62,12%,20%,28%
6721,BEV-Attack,1,0,0,1,1,0,0,100%,100%,100%
6722,BEV-Attack,554,327,448,11,6,56,44,2%,2%,12%
6723,BEV-Attack,293,179,213,16,11,30,39,5%,8%,16%
6724,BEV-Attack,221,123,159,7,4,27,31,3%,4%,15%
6725,BEV-Attack,108,51,74,15,15,9,10,14%,20%,22%
6726,BEV-Attack,241,123,151,14,11,42,37,6%,9%,23%
6727,BEV-Attack,38,22,31,2,2,0,5,5%,6%,5%
6728,BEV-Attack,225,107,166,17,17,7,35,8%,10%,11%
6729,BEV-Attack,676,339,459,49,38,94,85,7%,11%,21%
6730,BEV-Attack,338,185,265,20,19,20,34,6%,8%,12%
6731,BEV-Attack,268,137,202,13,12,28,26,5%,6%,15%
6732,BEV-Attack,271,146,211,33,32,0,28,12%,16%,12%
6733,BEV-Attack,152,83,103,8,8,11,30,5%,8%,12%
6734,BEV-Attack,89,72,69,5,6,0,14,6%,7%,6%
6735,BEV-Attack,35,23,23,4,4,0,8,11%,17%,11%
6736,BEV-Attack,0,0,0,0,0,0,0,0%,0%,0%
6737,BEV-Attack,19,16,19,0,0,0,0,0%,0%,0%
6738,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6739,BEV-Attack,63,30,32,3,3,15,13,5%,9%,29%
6740,BEV-Attack,5,4,4,1,1,0,0,20%,25%,20%
6741,BEV-Attack,315,167,183,9,11,87,34,3%,5%,30%
6742,BEV-Attack,0,0,0,0,0,0,0,0%,0%,0%
6743,BEV-Attack,226,164,149,9,6,44,27,4%,6%,23%
6744,BEV-Attack,251,129,140,9,13,59,39,4%,6%,27%
6745,BEV-Attack,91,54,60,10,11,0,20,11%,17%,11%
6746,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6747,BEV-Attack,30,8,10,0,0,14,6,0%,0%,47%
6748,BEV-Attack,53,55,40,4,4,0,9,8%,10%,8%
6749,BEV-Attack,9,7,8,0,0,0,1,0%,0%,0%
6750,BEV-Attack,5,4,4,0,0,0,1,0%,0%,0%
6751,BEV-Attack,124,64,82,4,5,29,8,3%,5%,27%
6752,BEV-Attack,219,103,124,8,6,59,30,4%,6%,31%
6753,BEV-Attack,121,70,65,7,5,37,14,6%,11%,36%
6754,BEV-Attack,111,54,63,1,1,32,15,1%,2%,30%
6755,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6756,BEV-Attack,39,24,19,2,2,10,8,5%,11%,31%
6757,BEV-Attack,27,11,9,0,0,14,4,0%,0%,52%
6758,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6759,BEV-Attack,134,46,61,11,11,51,11,8%,18%,46%
6760,BEV-Attack,3,2,2,0,0,0,1,0%,0%,0%
6761,BEV-Attack,8,4,7,0,0,0,1,0%,0%,0%
6762,BEV-Attack,382,224,260,8,7,76,39,2%,3%,22%
6763,BEV-Attack,146,65,102,8,8,17,19,5%,8%,17%
6764,BEV-Attack,798,374,502,30,31,176,89,4%,6%,26%
6765,BEV-Attack,751,428,495,52,50,93,113,7%,11%,19%
6766,BEV-Attack,312,188,216,5,5,58,33,2%,2%,20%
6767,BEV-Attack,0,0,0,0,0,0,0,0%,0%,0%
6768,BEV-Attack,540,296,312,17,18,144,66,3%,5%,30%
6769,BEV-Attack,13,2,12,0,0,0,1,0%,0%,0%
6770,BEV-Attack,39,15,14,2,2,18,5,5%,14%,51%
6771,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6772,BEV-Attack,110,57,71,7,7,16,16,6%,10%,21%
6773,BEV-Attack,7,4,4,0,0,0,3,0%,0%,0%
6774,BEV-Attack,41,22,27,6,6,0,8,15%,22%,15%
6775,BEV-Attack,5,5,5,0,0,0,0,0%,0%,0%
6776,BEV-Attack,817,444,559,46,43,144,71,6%,8%,23%
6777,BEV-Attack,447,204,260,17,18,125,44,4%,7%,32%
6778,BEV-Attack,484,225,289,17,17,133,45,4%,6%,31%
6779,BEV-Attack,10,8,9,0,0,0,1,0%,0%,0%
6780,BEV-Attack,865,373,541,29,30,180,114,3%,5%,24%
6781,BEV-Attack,1013,577,700,60,55,167,91,6%,9%,22%
6782,BEV-Attack,734,384,488,47,46,144,56,6%,10%,26%
6783,BEV-Attack,1213,560,834,34,33,265,81,3%,4%,25%
6784,BEV-Attack,1881,825,1303,79,72,345,161,4%,6%,23%
6785,BEV-Attack,164,103,104,22,20,26,14,13%,21%,29%
6786,BEV-Attack,204,85,128,15,15,45,16,7%,12%,29%
6787,BEV-Attack,11,3,3,6,6,0,2,55%,200%,55%
6788,BEV-Attack,208,85,127,21,21,45,15,10%,17%,32%
6789,BEV-Attack,352,238,270,27,26,4,52,8%,10%,9%
6790,BEV-Attack,57,28,51,2,2,0,4,4%,4%,4%
6791,BEV-Attack,106,48,57,2,2,37,10,2%,4%,37%
6792,BEV-Attack,14,9,13,0,0,0,1,0%,0%,0%
6793,BEV-Attack,20,21,19,0,0,0,1,0%,0%,0%
6794,BEV-Attack,123,115,109,1,0,0,14,1%,1%,1%
6795,BEV-Attack,200,106,117,17,18,50,15,8%,15%,34%
6796,BEV-Attack,422,186,239,7,9,128,46,2%,3%,32%
6797,BEV-Attack,96,47,62,3,2,24,8,3%,5%,28%
6798,BEV-Attack,24,20,20,0,0,0,4,0%,0%,0%
6799,BEV-Attack,526,177,289,28,20,175,42,5%,10%,39%
6800,BEV-Attack,13,8,8,0,0,0,5,0%,0%,0%
6801,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6802,BEV-Attack,375,172,303,9,9,8,55,2%,3%,5%
6803,BEV-Attack,4,3,3,0,0,0,1,0%,0%,0%
6804,BEV-Attack,59,41,50,3,3,0,6,5%,6%,5%
6805,BEV-Attack,407,181,312,28,28,8,59,7%,9%,9%
6806,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6807,BEV-Attack,131,66,77,7,7,27,20,5%,9%,26%
6808,BEV-Attack,558,346,389,14,24,88,57,3%,4%,18%
6809,BEV-Attack,6,5,5,0,0,0,1,0%,0%,0%
6810,BEV-Attack,187,97,132,5,9,29,17,3%,4%,18%
6811,BEV-Attack,63,27,42,2,1,11,9,3%,5%,21%
6812,BEV-Attack,247,111,152,6,12,60,23,2%,4%,27%
6813,BEV-Attack,233,113,151,11,17,45,20,5%,7%,24%
6814,BEV-Attack,6,5,5,0,0,0,1,0%,0%,0%
6815,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6816,BEV-Attack,527,233,319,24,24,128,56,5%,8%,29%
6817,BEV-Attack,3,2,2,1,1,0,0,33%,50%,33%
6818,BEV-Attack,164,103,104,22,20,26,14,13%,21%,29%
6819,BEV-Attack,67,15,48,5,5,8,6,7%,10%,19%
6820,BEV-Attack,200,86,158,27,22,0,20,14%,17%,14%
6821,BEV-Attack,97,55,71,7,7,8,11,7%,10%,15%
6822,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6823,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
6824,BEV-Attack,14,9,9,0,0,0,5,0%,0%,0%
6825,BEV-Attack,89,32,44,5,5,31,9,6%,11%,40%
6826,BEV-Attack,340,155,202,20,24,67,47,6%,10%,26%
6827,BEV-Attack,2,2,2,0,0,0,0,0%,0%,0%
6828,BEV-Attack,345,147,203,11,11,90,41,3%,5%,29%
6829,BEV-Attack,163,45,84,5,5,52,22,3%,6%,35%
6830,BEV-Attack,6,5,5,0,0,0,1,0%,0%,0%
6831,BEV-Attack,403,146,260,14,12,83,48,3%,5%,24%
6832,BEV-Attack,260,95,167,12,8,59,26,5%,7%,27%
6833,BEV-Attack,289,130,205,12,10,48,26,4%,6%,21%
6834,BEV-Attack,272,112,161,15,16,58,37,6%,9%,27%
6835,BEV-Attack,399,168,236,12,14,105,44,3%,5%,29%
6836,BEV-Attack,1,1,1,0,0,0,0,0%,0%,0%
