,Repository,LOC,LLOC,SLOC,Comments,Single Comments,Multi,Blank,(C%L),(C%S),(C+M%L)
817,l5kit,3563,498,3445,39,5,0,113,1%,1%,1%
818,l5kit,0,0,0,0,0,0,0,0%,0%,0%
819,l5kit,301,178,143,14,13,70,75,5%,10%,28%
820,l5kit,277,148,143,25,29,57,48,9%,17%,30%
821,l5kit,288,135,120,20,21,93,54,7%,17%,39%
822,l5kit,50,32,29,5,5,6,10,10%,17%,22%
823,l5kit,0,0,0,0,0,0,0,0%,0%,0%
824,l5kit,98,59,46,3,4,28,20,3%,7%,32%
825,l5kit,207,98,89,15,17,66,35,7%,17%,39%
826,MotionPlanning,536,392,391,27,0,4,141,5%,7%,6%
827,MotionPlanning,752,518,523,50,15,20,194,7%,10%,9%
828,MotionPlanning,264,173,180,10,0,12,72,4%,6%,8%
829,MotionPlanning,114,81,82,7,3,0,29,6%,9%,6%
830,MotionPlanning,352,242,242,16,9,3,98,5%,7%,5%
831,MotionPlanning,142,99,104,3,0,3,35,2%,3%,4%
832,MotionPlanning,43,24,27,0,0,3,13,0%,0%,7%
833,MotionPlanning,689,480,483,25,10,6,190,4%,5%,4%
834,MotionPlanning,262,166,158,9,8,41,55,3%,6%,19%
835,MotionPlanning,66,42,46,7,3,0,17,11%,15%,11%
836,MotionPlanning,207,157,156,0,0,3,48,0%,0%,1%
837,MotionPlanning,426,290,300,33,15,0,111,8%,11%,8%
838,MotionPlanning,81,62,61,0,0,0,20,0%,0%,0%
839,MotionPlanning,286,175,176,14,7,36,67,5%,8%,17%
840,MotionPlanning,536,287,294,23,16,100,126,4%,8%,23%
841,MotionPlanning,86,64,63,1,1,0,22,1%,2%,1%
842,MotionPlanning,360,247,247,41,12,4,97,11%,17%,12%
843,MotionPlanning,32,24,24,20,2,0,6,62%,83%,62%
844,MotionPlanning,430,273,264,33,4,57,105,8%,12%,21%
845,MotionPlanning,53,39,42,0,0,0,11,0%,0%,0%
846,MotionPlanning,315,200,198,25,11,35,71,8%,13%,19%
847,MotionPlanning,204,125,124,11,4,24,52,5%,9%,17%
848,MotionPlanning,79,61,60,0,0,0,19,0%,0%,0%
849,MotionPlanning,527,282,286,42,32,80,129,8%,15%,23%
