,Repository,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
456,PythonRobotics,7,56,49,78,63,127,344.86336008962905,759.1145502844894,4.875,3700.6834326368858,205.59352403538253,0.25303818342816314
457,PythonRobotics,6,13,20,31,19,51,63.61549134016113,216.64430318562285,7.153846153846154,1549.8400150971481,86.10222306095267,0.07221476772854095
458,PythonRobotics,0,0,0,0,0,0,0,0,0,0,0.0,0.0
459,PythonRobotics,6,13,15,26,19,41,63.61549134016113,174.165028051187,6.0,1044.990168307122,58.05500935039567,0.05805500935039566
460,PythonRobotics,0,0,0,0,0,0,0,0,0,0,0.0,0.0
461,PythonRobotics,12,92,58,112,104,170,643.1872499658991,1139.0747520839857,7.304347826086956,8320.198189135199,462.2332327297333,0.37969158402799524
462,PythonRobotics,7,20,18,34,27,52,106.09004635215048,247.25415011250038,5.95,1471.1621931693774,81.7312329538543,0.08241805003750013
463,PythonRobotics,12,82,61,119,94,180,564.3388143873369,1179.8259933019747,8.707317073170731,10273.1190148489,570.7288341582722,0.3932753311006582
464,PythonRobotics,14,144,93,173,158,266,1085.7721691164995,1942.8056790151095,8.409722222222221,16338.456092272898,907.6920051262721,0.6476018930050365
465,SqueezeSeg,15,243,183,347,258,530,1984.3327973103326,4245.950445374325,10.709876543209877,45473.60507854601,2526.311393252556,1.415316815124775
466,SqueezeSeg,0,0,0,0,0,0,0,0,0,0,0.0,0.0
