,Repository,comment_ratio,cyclomatic_complexity,fanout_external,fanout_internal,halstead_bugprop,halstead_difficulty,halstead_effort,halstead_timerequired,halstead_volume
210,CVPR2023-3D-Occupancy-Prediction,33.624878522837705,14,6,1,1.0030062038652494,33.90163934426229,102010.66375049193,5667.259097249552,3009.0186115957486
211,Ultra-Fast-Lane-Detection,1.7564870259481038,3,6,1,1.3597759001738936,31.25,127478.99064130253,7082.1661467390295,4079.327700521681
212,l5kit,41.99288256227758,1,3,0,0.23440742893381347,13.384615384615385,9412.359838726972,522.9088799292763,703.2222868014404
213,PythonRobotics,10.673481659651232,13,13,1,4.211342990617302,67.50802139037434,852898.2980783876,47383.23878213265,12634.028971851907
214,l5kit,25.10335323840147,8,16,1,0.9522860538677105,17.47058823529412,49910.992588007655,2772.8329215559806,2856.8581616031315
215,CVPR2023-3D-Occupancy-Prediction,6.787218231359921,2,0,0,1.1676633158942535,11.0,38532.88942451037,2140.7160791394654,3502.989947682761
216,l5kit,46.480582524271846,0,2,0,0.15383606484570644,13.444444444444446,6204.72128211016,344.7067378950089,461.5081945371193
217,VoxFormer,33.34979830410801,17,17,1,2.898116878515266,60.45564516129032,525622.5769303957,29201.254273910872,8694.350635545798
218,Ultra-Fast-Lane-Detection,7.398119122257054,8,10,1,1.4487417808896974,31.44047619047619,136647.3944046318,7591.521911368433,4346.225342669092
219,CVPR2023-3D-Occupancy-Prediction,8.77742946708464,2,0,0,0.1030447025077789,3.5,1081.9693763316784,60.10940979620435,309.1341075233367
220,Ultra-Fast-Lane-Detection,10.24582104228122,11,8,0,2.3430837846569874,129.74545454545455,912013.4120352144,50667.41177973413,7029.251353970963
221,PythonRobotics,12.23847435660063,21,8,1,1.7470166780349106,64.07692307692307,335830.3598776339,18657.242215424107,5241.050034104732
222,CVPR2023-3D-Occupancy-Prediction,7.633587786259542,4,0,0,1.2264540504081483,12.722222222222221,46809.66292391099,2600.536829106166,3679.362151224445
223,l5kit,33.50970017636684,4,8,1,0.2987035851987741,17.027027027027028,15258.102054748191,847.6723363748995,896.1107555963223
224,l5kit,36.35719347980156,21,12,1,3.1072374233746722,76.44736842105263,712620.3722292176,39590.02067940097,9321.712270124017
225,PythonRobotics,0.0,3,3,1,0.050412041708754185,6.222222222222222,941.0247785634115,52.27915436463397,151.23612512626255
226,CVPR2023-3D-Occupancy-Prediction,21.68378112252075,25,24,1,4.352216754292495,61.275449101796404,800052.108622906,44447.339367939225,13056.650262877485
227,Cam2BEV,72.23463687150839,1,4,1,0.10184286055972365,6.078947368421053,1857.292167576013,103.18289819866739,305.52858167917094
228,PythonRobotics,2.985074626865672,3,6,1,0.7967078170291678,22.03076923076923,52656.25818395853,2925.3476768865853,2390.1234510875033
229,MotionPlanning,8.836196696483507,60,20,1,15.204491501805686,186.99059561128527,8529290.76566811,473849.4869815617,45613.474505417056
230,CVPR2023-3D-Occupancy-Prediction,33.30279754774153,19,23,1,3.3369707281981147,64.20608108108108,642761.439419647,35708.96885664706,10010.912184594345
231,l5kit,5.181114724683189,0,8,1,3.34525040340161,69.04245283018868,692892.879546076,38494.04886367088,10035.75121020483
232,pylot,6.49852078423507,66,16,1,7.206695975315872,79.87924528301886,1726996.3064772042,95944.23924873356,21620.087925947617
233,CVPR2023-3D-Occupancy-Prediction,1.1624253848570532,2,0,0,1.4760759643105341,10.156862745098039,44976.90291252098,2498.7168284733875,4428.227892931603
234,l5kit,3.278688524590164,0,7,1,0.8866298553191543,34.212765957446805,91002.17919275744,5055.676621819857,2659.8895659574628
235,l5kit,5.666003976143141,0,5,1,0.3346114765841107,27.95,28057.172311577684,1558.731795087649,1003.8344297523322
236,PythonRobotics,4.53781512605042,3,6,1,0.09614709844115209,6.63157894736842,1912.8212216187096,106.26784564548387,288.44129532345625
237,l5kit,43.35246573737847,0,7,1,3.291570523845148,57.5187969924812,567981.5302424522,31554.52945791401,9874.711571535443
238,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
239,VoxFormer,9.85430463576159,14,4,1,3.5221970596792267,120.90816326530613,1277587.1314328313,70977.06285737951,10566.59117903768
240,l5kit,4.47356529597831,0,7,1,0.642,24.95744680851064,48068.04255319149,2670.446808510638,1926.0
241,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
242,PythonRobotics,8.35537271035361,10,6,1,6.797989636358822,116.43850267379679,2374643.2033488285,131924.62240826825,20393.968909076466
243,VoxFormer,41.81201550387597,0,3,0,1.7656186464812027,79.28358208955224,419953.71269140963,23330.761816189424,5296.855939443608
244,pylot,22.2018654230513,16,24,1,2.926169640293996,71.85169491525423,630750.7447940502,35041.708044113904,8778.508920881988
245,PythonRobotics,20.306513409961685,4,10,1,2.1122126211619845,46.284000000000006,293284.94687358395,16293.608159643552,6336.637863485954
246,PythonRobotics,8.257713248638838,8,8,1,1.6996782085017903,47.55,242459.09644278037,13469.949802376686,5099.034625505371
247,pylot,25.91362126245847,11,9,1,0.635125289770452,19.81132075471698,37748.01250522498,2097.1118058458324,1905.3758693113562
248,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
249,pylot,26.208213944603628,6,8,1,1.1258484727543745,29.819444444444443,100716.52795848508,5595.362664360282,3377.5454182631233
250,pylot,28.39256260308892,25,24,1,3.2818070562176467,38.806763285024154,382068.9287332805,21226.05159629336,9845.42116865294
251,PythonRobotics,27.121284755512942,25,7,1,3.483297556057205,51.68,540050.453091109,30002.80294950606,10449.892668171615
252,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
253,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
254,l5kit,38.35999552522654,13,12,1,2.587755569988254,65.93396226415095,511862.93430135585,28436.829683408658,7763.2667099647615
255,CVPR2023-3D-Occupancy-Prediction,52.55269320843092,3,15,1,0.6850313335272914,27.375,56258.19826592881,3125.455459218267,2055.0940005818743
256,PythonRobotics,10.763454317897372,10,8,1,1.120090866936842,28.620253164556964,96171.85253712152,5342.8806965067515,3360.272600810526
257,l5kit,41.09603789836348,4,6,0,2.621732009015852,78.75,619384.187129995,34410.23261833305,7865.196027047556
258,l5kit,7.1514423076923075,0,8,1,0.5074614312323324,31.0,47193.91310460692,2621.8840613670513,1522.3842936969975
259,pylot,32.237554112554115,5,7,1,1.5063399129824535,52.324999999999996,236457.70784042063,13136.539324467813,4519.019738947361
260,PythonRobotics,12.04311152764761,6,12,1,4.065390232157327,70.03401360544217,854146.7844910139,47452.59913838966,12196.170696471982
261,l5kit,9.648127128263337,2,6,1,1.9959802090140917,33.55434782608695,200921.4425617337,11162.302364540761,5987.940627042275
262,CVPR2023-3D-Occupancy-Prediction,0.0,4,7,1,0.31068061137437486,8.974358974358974,8364.477998540862,464.693222141159,932.0418341231245
263,PythonRobotics,0.0,0,4,1,0.9895561186071683,47.44444444444444,140846.8208817536,7824.823382319645,2968.668355821505
264,pylot,20.440942495643608,11,8,1,5.2628733629809465,130.69026548672565,2063418.9510929896,114634.38617183275,15788.62008894284
265,l5kit,61.73020527859237,2,4,0,0.05618506523353571,12.0,2022.6623484072857,112.37013046707142,168.55519570060713
266,PythonRobotics,8.932714617169374,7,8,1,2.6460839087180643,41.90530303030303,332654.84411531757,18480.8246730732,7938.251726154193
267,l5kit,35.33166805439911,0,7,1,3.4619694538290067,59.04,613184.0296621936,34065.77942567742,10385.90836148702
268,Cam2BEV,16.870254209310005,0,7,1,4.370724434453992,69.47852760736197,911014.4948501495,50611.91638056386,13112.173303361975
269,CVPR2023-3D-Occupancy-Prediction,0.7597477064220184,2,0,0,2.2847772453691646,14.153846153846153,97015.15688029067,5389.730937793926,6854.331736107493
270,pylot,33.7869445035084,3,6,1,0.8438440383457643,19.733333333333334,49955.56707006925,2775.309281670514,2531.532115037293
271,l5kit,46.91749773345422,6,4,0,0.23726196660226548,27.27272727272727,19412.342722003537,1078.463484555752,711.7858998067965
272,pylot,23.544216908820502,22,15,1,2.115276494442387,55.23979591836735,350542.3255917509,19474.57364398616,6345.829483327161
273,VoxFormer,0.6957824876900022,10,10,1,4.77692843495493,68.025,974851.6703634274,54158.42613130152,14330.785304864788
274,pylot,7.143840330350998,4,13,1,2.2836487805967076,36.800000000000004,252114.82537787655,14006.379187659808,6850.9463417901225
275,l5kit,48.383620689655174,0,6,0,1.4582528778937622,62.701612903225815,274304.4223941291,15239.134577451616,4374.7586336812865
276,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
277,MotionPlanning,11.989669216251118,18,16,1,5.902497620880791,89.73611111111111,1589001.5470212828,88277.8637234046,17707.49286264237
278,MotionPlanning,22.47029742444781,20,16,1,6.932913082821356,99.21806167400881,2063610.5934957357,114645.03297198532,20798.73924846407
279,PythonRobotics,12.739482520244914,21,4,1,4.310460655902169,91.23333333333332,1179773.0815204235,65542.94897335686,12931.381967706508
280,CVPR2023-3D-Occupancy-Prediction,11.109811717927728,26,12,1,2.186297179122859,43.0188679245283,282156.08877736516,15675.338265409177,6558.891537368577
281,CVPR2023-3D-Occupancy-Prediction,36.28865979381443,2,0,0,0.08052581941761061,4.3999999999999995,1062.94081631246,59.05226757291444,241.57745825283183
282,PythonRobotics,11.688311688311689,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
283,PythonRobotics,18.669429097605892,39,7,1,3.9992437257233093,83.84444444444445,1005943.105143603,55885.728063533505,11997.731177169928
284,CVPR2023-3D-Occupancy-Prediction,4.113520408163265,2,0,0,1.1993787095472555,8.958333333333334,32233.30281908249,1790.739045504583,3598.1361286417664
285,pylot,17.220487486601108,74,13,1,5.0667740763465705,91.87421383647799,1396517.6548541642,77584.31415856468,15200.322229039712
286,RTM3D,20.880752102919345,3,3,0,0.6594932182261575,42.46153846153846,84009.28995250129,4667.182775138961,1978.4796546784723
287,MotionPlanning,4.680987495992305,29,10,1,6.4354034815771195,105.18181818181819,2030662.3167776528,112814.57315431404,19306.210444731358
288,l5kit,25.023331777881474,5,8,1,3.046037751197119,51.73913043478261,472798.0335553789,26266.557419743272,9138.113253591357
289,CVPR2023-3D-Occupancy-Prediction,70.61068702290076,2,0,0,0.17636537849667844,3.9655172413793105,2098.1398476328986,116.56332486849436,529.0961354900353
290,MotionPlanning,0.0,2,6,1,1.6838573193307196,41.5,209640.2362566746,11646.679792037477,5051.571957992159
291,PythonRobotics,5.793991416309013,0,3,1,0.08100100417940709,7.25,1761.7718409021043,97.87621338345024,243.00301253822127
292,MotionPlanning,6.873156342182891,27,7,1,3.649290473503787,122.71875,1343509.0958858787,74639.39421588214,10947.871420511361
293,l5kit,0.0,4,0,0,0.21341571888003913,13.571428571428573,8689.068554401594,482.72603080008855,640.2471566401174
294,l5kit,26.266036461850103,4,3,1,0.37160767341486506,36.13636363636364,40285.65004974788,2238.091669430438,1114.8230202445952
295,PythonRobotics,24.252238521623166,7,5,1,1.9039995075227483,47.25,269891.9301913496,14993.996121741644,5711.998522568245
296,pylot,27.10365162168292,5,5,1,0.8724012827451668,35.01960784313725,91653.45241075693,5091.858467264274,2617.2038482355006
297,Cam2BEV,27.05352837164443,19,11,0,2.0323922849828566,24.19685039370079,147532.47618312563,8196.248676840312,6097.17685494857
298,pylot,43.571104043616536,1,2,0,0.37771550128361114,18.46153846153846,20919.6277634,1162.2015424111112,1133.1465038508334
299,pylot,28.538725677222434,3,7,1,1.0564362219299515,28.35,89849.90067514237,4991.66114861902,3169.3086657898543
300,CVPR2023-3D-Occupancy-Prediction,0.0,2,0,0,0.5595994144634825,10.634146341463415,17852.586198005734,991.8103443336519,1678.7982433904474
301,PythonRobotics,0.0,3,4,1,0.04754120904376099,4.038461538461538,575.9800326455659,31.998890702531437,142.62362713128297
302,CVPR2023-3D-Occupancy-Prediction,22.1875,6,6,1,0.5638940375589369,24.6,41615.37997184954,2311.965553991641,1691.6821126768107
303,l5kit,33.14748201438849,6,23,1,6.167911520870321,108.8663101604278,2014433.306019433,111912.96144552407,18503.734562610964
304,PythonRobotics,1.9615384615384615,0,6,1,0.9424285751679725,48.151515151515156,136138.0914492644,7563.227302736912,2827.2857255039175
305,pylot,21.180148495506057,5,10,1,0.6149713960334783,20.296296296296298,37444.925002927346,2080.2736112737416,1844.9141881004348
306,PythonRobotics,4.2824943651389935,26,13,1,4.190436307630138,89.21212121212122,1121513.1354239208,62306.285301328935,12571.308922890415
307,RTM3D,21.4843332263929,38,4,0,1.8850911807775557,39.68,224401.25415976022,12466.736342208902,5655.273542332667
308,CVPR2023-3D-Occupancy-Prediction,6.120157215047726,3,0,0,1.0249578532507804,14.370967741935484,44188.908737731224,2454.9393743184014,3074.873559752341
309,l5kit,0.0,2,5,1,0.505395739102306,29.037037037037035,44025.58438402309,2445.8657991123937,1516.1872173069178
310,PythonRobotics,6.878817100610736,19,11,1,2.9565038251902043,46.19932432432432,409765.4372582031,22764.746514344617,8869.511475570613
311,VoxFormer,5.804046858359958,9,6,0,0.824703976853436,21.97058823529412,54357.69447436912,3019.871915242729,2474.111930560308
312,PythonRobotics,10.975609756097562,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
313,Cam2BEV,22.36932207258617,21,18,1,3.501960184206347,34.67661691542288,364308.3952823617,20239.35529346454,10505.88055261904
314,l5kit,21.22404668204641,4,12,1,2.769366796564349,48.57142857142857,403536.3046422337,22418.683591235207,8308.100389693047
315,pylot,36.87116564417178,1,6,1,0.4922511990177196,16.97872340425532,25073.390860604697,1392.9661589224831,1476.7535970531587
316,SqueezeSeg,10.254854368932039,1,3,0,0.6447685637217772,10.046666666666667,19433.324510574363,1079.6291394763534,1934.3056911653314
317,VoxFormer,23.242924528301888,15,20,1,7.271320029447067,103.72602739726027,2262675.4217660218,125704.19009811232,21813.960088341202
318,pylot,34.92586490939045,2,0,0,0.12926767504471168,26.25,10179.829409771046,565.5460783206137,387.80302513413505
319,CVPR2023-3D-Occupancy-Prediction,2.609811751283514,2,0,0,2.3973571173694728,11.089655172413794,79757.5912702782,4430.977292793233,7192.071352108418
320,CVPR2023-3D-Occupancy-Prediction,42.32378001549187,16,8,1,2.5867948703818895,88.4074074074074,686075.48395573,38115.30466420722,7760.384611145668
321,l5kit,42.99427416638599,0,6,1,1.4330570402985676,48.784615384615385,209733.4096055427,11651.856089196815,4299.171120895703
322,Ultra-Fast-Lane-Detection,0.0,10,5,1,0.7524428118272516,34.146341463414636,77079.50755303552,4282.194864057529,2257.3284354817547
323,PythonRobotics,21.260767423649177,6,11,1,4.392059864516237,91.46979865771813,1205222.494499835,66956.80524999084,13176.179593548712
324,PythonRobotics,16.617210682492583,4,3,0,0.33848476035551245,22.0,22339.99418346382,1241.1107879702122,1015.4542810665373
325,l5kit,17.13814886020324,11,9,1,1.082794914613003,33.42857142857143,108588.861436904,6032.714524272445,3248.3847438390085
326,l5kit,19.630102040816325,16,15,1,2.183056120488763,56.72727272727273,371516.459777724,20639.803320984665,6549.168361466289
327,l5kit,6.186793575252826,0,4,1,0.6236541459138625,44.96774193548387,84132.95607134751,4674.053115074861,1870.9624377415873
328,VoxFormer,0.6131386861313869,7,10,1,3.198663933372723,53.11340206185567,509675.77066194644,28315.320592330358,9595.991800118169
329,l5kit,1.349690014509959,2,2,1,64.4470105913345,152.1103896103896,29409179.670818392,1633843.3150454662,193341.03177400352
330,PythonRobotics,31.357758620689655,2,7,1,2.3257423592886455,50.025,349035.78457024344,19390.87692056908,6977.227077865936
331,pylot,0.8502024291497976,14,4,0,1.0744187925666704,24.027027027027028,77445.2681020354,4302.514894557523,3223.2563777000114
332,PythonRobotics,11.81330028913672,23,15,1,3.2238906743861206,63.39930555555556,613177.2898293352,34065.40499051862,9671.672023158362
333,PythonRobotics,5.063291139240507,4,6,1,1.6072911104558447,54.163636363636364,261170.19371170696,14509.455206205943,4821.873331367534
334,l5kit,0.0,2,5,1,0.9138194355524761,34.02325581395348,93273.33727069342,5181.852070594079,2741.4583066574282
335,l5kit,44.150110375275936,6,9,1,0.8468078805051242,44.65384615384615,113439.68645382106,6302.204802990059,2540.4236415153728
336,CVPR2023-3D-Occupancy-Prediction,1.0384507437552624,2,0,0,1.2824208938742294,8.571428571428571,32976.53727105161,1832.029848391756,3847.262681622688
337,PythonRobotics,11.344537815126051,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
338,l5kit,4.242159190303636,3,6,1,6.6868886658339095,255.6813725490196,5129138.61648869,284952.14536048274,20060.66599750173
339,PythonRobotics,15.610815077955397,11,7,1,5.078544965796864,88.24137931034483,1344413.4380145697,74689.63544525387,15235.634897390592
340,PythonRobotics,12.162162162162161,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
341,PythonRobotics,10.18867924528302,3,4,1,0.04754120904376099,4.038461538461538,575.9800326455659,31.998890702531437,142.62362713128297
342,CVPR2023-3D-Occupancy-Prediction,33.60956036287509,27,13,1,1.7563721658028868,39.758426966292134,209491.78343910724,11638.432413283736,5269.1164974086605
343,PythonRobotics,0.0,3,4,1,0.08049350728942856,6.46875,1562.077125835473,86.78206254641516,241.48052186828568
344,VoxFormer,2.5416104363472782,20,11,1,1.7509103747150945,62.263440860215056,327053.1137028308,18169.617427935045,5252.7311241452835
345,pylot,23.538826646062144,19,9,1,6.485194550571452,138.48726114649682,2694350.4939324805,149686.13855180447,19455.583651714358
346,l5kit,1.1703803736214269,7,4,1,1.870255750850964,81.6896551724138,458341.64211371733,25463.424561873184,5610.767252552892
347,PythonRobotics,10.931174089068826,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
348,PythonRobotics,12.053571428571429,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
349,VoxFormer,0.5921770297646876,2,0,0,2.040438531075235,12.185430463576159,74590.86550685628,4143.936972603126,6121.315593225705
350,VoxFormer,47.518844221105525,2,6,1,1.0275535026636102,19.5,60111.8799058212,3339.5488836567333,3082.660507990831
351,RTM3D,23.020147616197885,18,12,1,1.5574374206977695,35.58673469387755,166272.33687806543,9237.352048781413,4672.312262093308
352,pylot,38.43988741455569,0,3,0,0.514,25.333333333333332,39064.0,2170.222222222222,1542.0
353,CVPR2023-3D-Occupancy-Prediction,1.2990196078431373,2,0,0,1.4843566843123706,8.608108108108109,38332.50842866136,2129.5838015922977,4453.0700529371115
354,PythonRobotics,5.571593533487298,10,6,1,1.8391549936870555,52.5,289666.9115057112,16092.606194761735,5517.464981061166
355,pylot,23.485458098632026,12,15,1,2.4250687531105606,37.42138364779874,272248.28454731766,15124.904697073203,7275.206259331681
356,pylot,25.984936268829664,2,12,1,1.7775354494514497,38.901869158878505,207448.3544394858,11524.908579971432,5332.606348354349
357,pylot,26.479676729260756,10,12,1,1.627671594516041,36.416666666666664,177823.12170087747,9879.062316715415,4883.014783548123
358,CVPR2023-3D-Occupancy-Prediction,0.0,3,8,1,0.09047123912114027,9.230769230769232,2505.3573910469613,139.18652172483118,271.4137173634208
359,CVPR2023-3D-Occupancy-Prediction,1.436335403726708,2,0,0,0.9150516837496807,8.135135135135135,22332.207308809775,1240.6781838227653,2745.155051249042
360,pylot,7.744874715261959,3,10,1,1.924906414575141,41.50877192982456,239701.50404656754,13316.750224809308,5774.7192437254225
361,VoxFormer,24.35969340063563,4,22,1,4.289468849311865,46.575,599346.0349701004,33297.001942783354,12868.406547935594
362,l5kit,22.412509307520477,3,10,1,0.711754465013712,23.37735849056604,49916.817857659764,2773.1565476477645,2135.263395041136
363,l5kit,2.106741573033708,1,3,1,0.24085684488411796,16.5,11922.41382176384,662.3563234313244,722.5705346523539
364,MotionPlanning,7.439198855507868,38,13,1,7.648407042801213,96.76906779661016,2220387.6589827035,123354.86994348353,22945.22112840364
365,l5kit,18.263424188020238,4,5,1,2.155121272370295,40.920833333333334,264568.07519935834,14698.226399964353,6465.363817110885
366,PythonRobotics,7.479889542562132,8,13,1,5.38262093094501,82.75132275132276,1336257.0057139678,74236.50031744265,16147.86279283503
367,CVPR2023-3D-Occupancy-Prediction,31.98856950748025,17,17,1,2.898116878515266,60.45564516129032,525622.5769303957,29201.254273910872,8694.350635545798
368,pylot,39.14035755039939,3,2,0,0.486,22.8,33242.4,1846.8000000000002,1458.0
369,pylot,19.93325917686318,6,9,1,1.1813843987514958,31.443037974683545,111438.94353792592,6191.052418773663,3544.1531962544877
370,CVPR2023-3D-Occupancy-Prediction,0.33728350045578853,2,0,0,4.079063672670511,21.112781954887218,258361.14570358183,14353.396983532324,12237.191018011532
371,Ultra-Fast-Lane-Detection,2.803738317757009,12,8,1,0.5391278308099104,16.436363636363637,26583.90322102686,1476.88351227927,1617.3834924297314
372,l5kit,47.74432118330692,4,11,1,1.406393944217537,53.49324324324324,225697.7200615589,12538.762225642162,4219.181832652611
373,pylot,31.04120267260579,5,6,1,0.7115980168330134,39.09574468085106,83461.36314451034,4636.742396917241,2134.79405049904
374,PythonRobotics,11.440677966101696,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
375,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
376,pylot,26.635031978543427,4,8,1,1.0443644903673037,31.212328767123285,97791.14347816032,5432.84130434224,3133.093471101911
377,PythonRobotics,12.020845396641574,45,7,1,7.998522697384953,159.29834254143645,3822454.2254204475,212358.56807891376,23995.56809215486
378,pylot,35.22033158813264,7,12,1,2.5416802814539707,54.389380530973455,414721.2480482152,23040.069336011955,7625.040844361912
379,CVPR2023-3D-Occupancy-Prediction,19.700748129675812,2,0,0,0.5713276968518913,7.064814814814815,12108.97313049981,672.7207294722116,1713.9830905556742
380,PythonRobotics,4.410943606923507,3,7,1,0.6513393849150628,29.658536585365855,57953.31893097925,3219.628829498847,1954.0181547451884
381,l5kit,0.0,0,4,1,0.08745553115043558,11.916666666666666,3126.535238628072,173.696402146004,262.36659345130676
382,PythonRobotics,9.130686039791959,25,12,1,6.42438133625642,119.17587939698493,2296893.885989808,127605.21588832267,19273.14400876926
383,CVPR2023-3D-Occupancy-Prediction,14.073919398621841,2,0,0,1.3100651774892413,12.455696202531646,48953.321568965075,2719.628976053615,3930.195532467724
384,CVPR2023-3D-Occupancy-Prediction,0.0,5,8,1,0.08147428844777893,8.571428571428571,2095.0531315143153,116.39184063968418,244.42286534333678
385,pylot,21.85522887979159,14,13,1,3.053175095360149,49.59375,454255.2071565522,25236.400397586232,9159.525286080447
386,PythonRobotics,11.790393013100436,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
387,PythonRobotics,0.0,2,2,0,0.020756589711823783,1.5,93.40465370320703,5.189147427955946,62.26976913547135
388,CVPR2023-3D-Occupancy-Prediction,8.267954133977067,2,0,0,1.3030163890742386,8.62962962962963,33733.64651714418,1874.0914731746768,3909.049167222716
389,CVPR2023-3D-Occupancy-Prediction,33.184357541899445,6,10,1,0.7961509477225515,45.080000000000005,107671.45416999787,5981.747453888771,2388.4528431676545
390,PythonRobotics,9.873772791023843,25,14,1,3.2691188378108182,54.72222222222223,536680.3425406094,29815.574585589413,9807.356513432454
391,pylot,6.322511974454497,39,23,1,6.1047160335469925,96.30396475770925,1763725.0732515967,97984.72629175537,18314.148100640978
392,l5kit,8.743169398907105,0,6,1,0.6045170932164041,44.25,80249.64412447765,4458.31356247098,1813.5512796492123
393,VoxFormer,47.69664681917894,1,3,0,1.0934258777632924,30.943396226415093,101502.93053953581,5639.051696640879,3280.277633289877
394,MotionPlanning,20.105227807007726,15,13,1,4.4690942621343295,74.35135135135135,996849.5931187737,55380.53295104298,13407.28278640299
395,pylot,21.421784059864592,40,21,1,4.392470950534414,69.05583756345177,909977.2813868554,50554.29341038086,13177.412851603243
396,SqueezeSeg,23.858547083115223,40,8,0,13.102250650529847,146.49819494584838,5758368.2100920705,319909.345005115,39306.75195158954
397,l5kit,33.13065288439614,26,9,1,2.4320622709967137,86.09677419354838,628178.1485119576,34898.78602844209,7296.18681299014
398,PythonRobotics,14.62911075062675,12,10,1,4.391673938837309,64.64423076923077,851689.1506962471,47316.06392756928,13175.021816511928
399,PythonRobotics,12.32876712328767,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
400,pylot,30.07886864291542,9,6,1,0.8246089475384601,30.516129032258068,75491.61913271452,4193.9788407063625,2473.8268426153804
401,PythonRobotics,15.636113341746013,17,4,1,3.637620436344383,93.92578125,1024999.0241238362,56944.39022910201,10912.86130903315
402,pylot,31.035911602209946,12,7,1,1.600145887675241,83.54761904761904,401065.1371323157,22281.396507350873,4800.437663025723
403,pylot,32.0117221168764,3,7,1,1.10557255349328,28.463855421686745,94406.57196245328,5244.809553469627,3316.7176604798406
404,pylot,25.553470919324578,2,12,1,0.6324793350671026,22.542372881355934,42772.755032504065,2376.264168472448,1897.438005201308
405,CVPR2023-3D-Occupancy-Prediction,7.366771159874608,3,2,0,0.15333333333333332,9.69047619047619,4457.619047619048,247.64550264550266,460.0
406,l5kit,31.67539267015707,0,5,1,0.34440602087780464,19.5,20147.75222135157,1119.319567852865,1033.2180626334139
407,CVPR2023-3D-Occupancy-Prediction,14.60708782742681,11,13,1,0.8482688045870774,24.42857142857143,62165.98525045296,3453.665847247387,2544.8064137612323
408,l5kit,10.186757215619695,0,10,1,1.396042258596201,41.25,172760.22950127986,9597.790527848882,4188.126775788603
409,PythonRobotics,12.222968435191403,1,5,1,0.537122833535257,28.486486486486488,45902.22701725629,2550.123723180905,1611.368500605771
410,CVPR2023-3D-Occupancy-Prediction,0.0,2,0,0,0.6426806113743748,9.916666666666666,19119.74818838765,1062.2082326882028,1928.0418341231245
411,Ultra-Fast-Lane-Detection,12.623341272541682,39,14,1,5.601337937242742,64.11363636363637,1077366.4309746667,59853.690609703706,16804.013811728226
412,pylot,34.37734433608402,11,5,1,0.7984873680955223,48.68085106382979,116613.13392782268,6478.507440434593,2395.462104286567
413,VoxFormer,0.0,9,5,1,0.466644357053073,18.58139534883721,26012.709857121303,1445.1505476178502,1399.933071159219
414,l5kit,9.585121602288984,13,13,1,2.712746631977764,35.94267515923567,292510.1129474622,16250.561830414566,8138.239895933291
415,l5kit,25.1937984496124,10,6,1,0.4841298711756735,21.658536585365855,31456.63358078035,1747.5907544877973,1452.3896135270206
416,PythonRobotics,16.335329341317365,3,8,1,2.403151121876317,48.90983606557377,352613.182235311,19589.621235295057,7209.45336562895
417,PythonRobotics,0.0,3,3,1,0.03951214079875328,4.55,539.3407219029823,29.96337343905457,118.53642239625984
418,Ultra-Fast-Lane-Detection,1.5581098339719028,32,6,1,1.6534677758464063,49.10227272727273,243567.07702610185,13531.50427922788,4960.4033275392185
419,CVPR2023-3D-Occupancy-Prediction,34.36629526462396,0,8,1,0.6946562362118021,25.53191489361702,53207.71170984016,2955.983983880009,2083.968708635406
420,PythonRobotics,9.299174775218622,25,13,1,3.601278322965957,66.25490196078431,715807.0266648217,39767.05703693454,10803.83496889787
421,l5kit,5.105348460291734,3,10,1,0.9287570302314266,28.790322580645164,80217.64349821435,4456.535749900798,2786.27109069428
422,PythonRobotics,14.43089430894309,10,10,1,1.512,38.896039603960396,176432.43564356436,9801.801980198019,4536.0
423,l5kit,62.968515742128936,7,0,0,0.2633031948698416,29.05263157894737,22948.95214233988,1274.941785685549,789.9095846095248
424,PythonRobotics,0.0,3,3,1,0.03125512476486815,4.375,410.22351253889445,22.790195141049693,93.76537429460444
